year,category,prize,motivation,laureate_type,full_name,birth_date,birth_city,birth_country,birth_country_current,sex,organization_name,organization_city,organization_country
1969,Chemistry,The Nobel Prize in Chemistry 1969,"""for their contributions to the development of the concept of conformation and its application in chemistry""",Individual,Derek H. R. Barton,1918-09-08,Gravesend,United Kingdom,United Kingdom,Male,Imperial College,London,United Kingdom
1969,Chemistry,The Nobel Prize in Chemistry 1969,"""for their contributions to the development of the concept of conformation and its application in chemistry""",Individual,Odd Hassel,1897-05-17,Kristiania (Oslo),Norway,Norway,Male,University of Oslo,Oslo,Norway
1969,Economics,The Sveriges Riksbank Prize in Economic Sciences 1969,"""for having developed and applied dynamic models for the analysis of economic processes""",Individual,Jan Tinbergen,1903-04-12,the Hague,Netherlands,Netherlands,Male,The Netherlands School of Economics,Rotterdam,Netherlands
1969,Economics,The Sveriges Riksbank Prize in Economic Sciences 1969,"""for having developed and applied dynamic models for the analysis of economic processes""",Individual,Ragnar Frisch,1895-03-03,Oslo,Norway,Norway,Male,University of Oslo,Oslo,Norway
1969,Literature,The Nobel Prize in Literature 1969,"""for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation""",Individual,Samuel Beckett,1906-04-13,Dublin,Ireland,Ireland,Male,,,
1969,Medicine,The Nobel Prize in Physiology or Medicine 1969,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",Individual,Alfred D. Hershey,1908-12-04,"Owosso, MI",United States of America,United States of America,Male,Carnegie Institution of Washington,"New York, NY",United States of America
1969,Medicine,The Nobel Prize in Physiology or Medicine 1969,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",Individual,Max Delbrück,1906-09-04,Berlin,Germany,Germany,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America
1969,Medicine,The Nobel Prize in Physiology or Medicine 1969,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",Individual,Salvador E. Luria,1912-08-13,Torino,Italy,Italy,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America
1969,Peace,The Nobel Peace Prize 1969,,Organization,International Labour Organization (I.L.O.),,,,,unknown,,,
1969,Physics,The Nobel Prize in Physics 1969,"""for his contributions and discoveries concerning the classification of elementary particles and their interactions""",Individual,Murray Gell-Mann,1929-09-15,"New York, NY",United States of America,United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America
1970,Chemistry,The Nobel Prize in Chemistry 1970,"""for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates""",Individual,Luis F. Leloir,1906-09-06,Paris,France,France,Male,Institute for Biochemical Research,Buenos Aires,Argentina
1970,Economics,The Sveriges Riksbank Prize in Economic Sciences 1970,"""for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science""",Individual,Paul A. Samuelson,1915-05-15,"Gary, IN",United States of America,United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America
1970,Literature,The Nobel Prize in Literature 1970,"""for the ethical force with which he has pursued the indispensable traditions of Russian literature""",Individual,Aleksandr Isayevich Solzhenitsyn,1918-12-11,Kislovodsk,Russia,Russia,Male,,,
1970,Medicine,The Nobel Prize in Physiology or Medicine 1970,"""for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation""",Individual,Julius Axelrod,1912-05-30,"New York, NY",United States of America,United States of America,Male,National Institutes of Health,"Bethesda, MD",United States of America
1970,Medicine,The Nobel Prize in Physiology or Medicine 1970,"""for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation""",Individual,Sir Bernard Katz,1911-03-26,Leipzig,Germany,Germany,Male,University College London,London,United Kingdom
1970,Medicine,The Nobel Prize in Physiology or Medicine 1970,"""for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation""",Individual,Ulf von Euler,1905-02-07,Stockholm,Sweden,Sweden,Male,Karolinska Institutet,Stockholm,Sweden
1970,Peace,The Nobel Peace Prize 1970,,Individual,Norman E. Borlaug,1914-03-25,"Cresco, IA",United States of America,United States of America,Male,,,
1970,Physics,The Nobel Prize in Physics 1970,"""for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics""",Individual,Hannes Olof Gösta Alfvén,1908-05-30,Norrköping,Sweden,Sweden,Male,Royal Institute of Technology,Stockholm,Sweden
1970,Physics,The Nobel Prize in Physics 1970,"""for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics""",Individual,Louis Eugène Félix Néel,1904-11-22,Lyon,France,France,Male,University of Grenoble,Grenoble,France
1971,Chemistry,The Nobel Prize in Chemistry 1971,"""for his contributions to the knowledge of electronic structure and geometry of molecules, particularly free radicals""",Individual,Gerhard Herzberg,1904-12-25,Hamburg,Germany,Germany,Male,National Research Council of Canada,Ottawa,Canada
1971,Economics,The Sveriges Riksbank Prize in Economic Sciences 1971,"""for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development""",Individual,Simon Kuznets,1901-04-30,Pinsk,Russian Empire (Belarus),Belarus,Male,Harvard University,"Cambridge, MA",United States of America
1971,Literature,The Nobel Prize in Literature 1971,"""for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams""",Individual,Pablo Neruda,1904-07-12,Parral,Chile,Chile,Male,,,
1971,Medicine,The Nobel Prize in Physiology or Medicine 1971,"""for his discoveries concerning the mechanisms of the action of hormones""",Individual,"Earl W. Sutherland, Jr.",1915-11-19,"Burlingame, KS",United States of America,United States of America,Male,Vanderbilt University,"Nashville, TN",United States of America
1971,Peace,The Nobel Peace Prize 1971,,Individual,Willy Brandt,1913-12-18,Lübeck,Germany,Germany,Male,,,
1971,Physics,The Nobel Prize in Physics 1971,"""for his invention and development of the holographic method""",Individual,Dennis Gabor,1900-06-05,Budapest,Hungary,Hungary,Male,Imperial College,London,United Kingdom
1972,Chemistry,The Nobel Prize in Chemistry 1972,"""for his work on ribonuclease, especially concerning the connection between the amino acid sequence and the biologically active conformation""",Individual,Christian B. Anfinsen,1916-03-26,"Monessen, PA",United States of America,United States of America,Male,National Institutes of Health,"Bethesda, MD",United States of America
1972,Chemistry,The Nobel Prize in Chemistry 1972,"""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule""",Individual,Stanford Moore,1913-09-04,"Chicago, IL",United States of America,United States of America,Male,Rockefeller University,"New York, NY",United States of America
1972,Chemistry,The Nobel Prize in Chemistry 1972,"""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule""",Individual,William H. Stein,1911-06-25,"New York, NY",United States of America,United States of America,Male,Rockefeller University,"New York, NY",United States of America
1972,Economics,The Sveriges Riksbank Prize in Economic Sciences 1972,"""for their pioneering contributions to general economic equilibrium theory and welfare theory""",Individual,John R. Hicks,1904-04-08,Warwick,United Kingdom,United Kingdom,Male,University of Oxford,Oxford,United Kingdom
1972,Economics,The Sveriges Riksbank Prize in Economic Sciences 1972,"""for their pioneering contributions to general economic equilibrium theory and welfare theory""",Individual,Kenneth J. Arrow,1921-08-23,"New York, NY",United States of America,United States of America,Male,Harvard University,"Cambridge, MA",United States of America
1972,Literature,The Nobel Prize in Literature 1972,"""for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature""",Individual,Heinrich Böll,1917-12-21,Cologne,Germany,Germany,Male,,,
1972,Medicine,The Nobel Prize in Physiology or Medicine 1972,"""for their discoveries concerning the chemical structure of antibodies""",Individual,Gerald M. Edelman,1929-07-01,"New York, NY",United States of America,United States of America,Male,Rockefeller University,"New York, NY",United States of America
1972,Medicine,The Nobel Prize in Physiology or Medicine 1972,"""for their discoveries concerning the chemical structure of antibodies""",Individual,Rodney R. Porter,1917-10-08,Newton-le-Willows,United Kingdom,United Kingdom,Male,University of Oxford,Oxford,United Kingdom
1972,Physics,The Nobel Prize in Physics 1972,"""for their jointly developed theory of superconductivity, usually called the BCS-theory""",Individual,John Bardeen,1908-05-23,"Madison, WI",United States of America,United States of America,Male,University of Illinois,"Urbana, IL",United States of America
1972,Physics,The Nobel Prize in Physics 1972,"""for their jointly developed theory of superconductivity, usually called the BCS-theory""",Individual,John Robert Schrieffer,1931-05-31,"Oak Park, IL",United States of America,United States of America,Male,University of Pennsylvania,"Philadelphia, PA",United States of America
1972,Physics,The Nobel Prize in Physics 1972,"""for their jointly developed theory of superconductivity, usually called the BCS-theory""",Individual,Leon Neil Cooper,1930-02-28,"New York, NY",United States of America,United States of America,Male,Brown University,"Providence, RI",United States of America
1973,Chemistry,The Nobel Prize in Chemistry 1973,"""for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds""",Individual,Ernst Otto Fischer,1918-11-10,Munich,Germany,Germany,Male,Technical University,Munich,Germany
1973,Chemistry,The Nobel Prize in Chemistry 1973,"""for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds""",Individual,Geoffrey Wilkinson,1921-07-14,Todmorden,United Kingdom,United Kingdom,Male,Imperial College,London,United Kingdom
1973,Economics,The Sveriges Riksbank Prize in Economic Sciences 1973,"""for the development of the input-output method and for its application to important economic problems""",Individual,Wassily Leontief,1906-08-05,St. Petersburg,Russia,Russia,Male,Harvard University,"Cambridge, MA",United States of America
1973,Literature,The Nobel Prize in Literature 1973,"""for an epic and psychological narrative art which has introduced a new continent into literature""",Individual,Patrick White,1912-05-28,London,United Kingdom,United Kingdom,Male,,,
